,Date,Advances,Unchanged,Declines,Total,pct_Adv,pct_Unc,pct_Dec,MA20,MA60,MA200,pct_MA20,pct_MA60,pct_MA200,RSI>70,RSI<30,pct_RSI>70,pct_RSI<30,MACD>0,MACD>Signal,pct_MACD>0,pct_MACD>Signal,New_High_20d,New_High_60d,New_High_250d,New_Low_20d,New_Low_60d,New_Low_250d,pct_New_High_20d,pct_New_High_60d,pct_New_High_250d,pct_New_Low_20d,pct_New_Low_60d,pct_New_Low_250d
300,2021-02-18,38,30,31,99,38.38383838383838,30.303030303030305,31.31313131313131,68,81,89,68.68686868686869,81.81818181818181,89.8989898989899,14,1,14.141414141414142,1.0101010101010102,82,53,82.82828282828282,53.535353535353536,17,9,6,3,2,0,17.171717171717173,9.090909090909092,6.0606060606060606,3.0303030303030303,2.0202020202020203,0.0
301,2021-02-19,23,24,52,99,23.232323232323232,24.242424242424242,52.525252525252526,64,78,88,64.64646464646465,78.78787878787878,88.88888888888889,11,1,11.11111111111111,1.0101010101010102,79,52,79.79797979797979,52.525252525252526,11,8,6,4,3,0,11.11111111111111,8.080808080808081,6.0606060606060606,4.040404040404041,3.0303030303030303,0.0
302,2021-02-22,9,12,78,99,9.090909090909092,12.121212121212121,78.78787878787878,43,67,85,43.43434343434343,67.67676767676768,85.85858585858585,5,2,5.05050505050505,2.0202020202020203,76,36,76.76767676767676,36.36363636363637,9,7,7,17,6,0,9.090909090909092,7.070707070707071,7.070707070707071,17.171717171717173,6.0606060606060606,0.0
303,2021-02-23,67,10,22,99,67.67676767676768,10.1010101010101,22.22222222222222,47,70,87,47.474747474747474,70.70707070707071,87.87878787878788,9,4,9.090909090909092,4.040404040404041,72,35,72.72727272727273,35.35353535353536,11,9,8,9,3,0,11.11111111111111,9.090909090909092,8.080808080808081,9.090909090909092,3.0303030303030303,0.0
304,2021-02-24,38,14,47,99,38.38383838383838,14.141414141414142,47.474747474747474,47,69,86,47.474747474747474,69.6969696969697,86.86868686868686,9,2,9.090909090909092,2.0202020202020203,71,34,71.71717171717172,34.343434343434346,13,11,9,9,0,0,13.131313131313131,11.11111111111111,9.090909090909092,9.090909090909092,0.0,0.0
305,2021-02-25,45,19,35,99,45.45454545454545,19.19191919191919,35.35353535353536,54,73,86,54.54545454545455,73.73737373737374,86.86868686868686,5,2,5.05050505050505,2.0202020202020203,69,39,69.6969696969697,39.39393939393939,15,13,13,7,0,0,15.151515151515152,13.131313131313131,13.131313131313131,7.070707070707071,0.0,0.0
306,2021-03-01,2,97,0,99,2.0202020202020203,97.97979797979798,0.0,53,72,86,53.535353535353536,72.72727272727273,86.86868686868686,7,2,7.070707070707071,2.0202020202020203,69,38,69.6969696969697,38.38383838383838,11,9,7,13,2,0,11.11111111111111,9.090909090909092,7.070707070707071,13.131313131313131,2.0202020202020203,0.0
307,2021-03-02,44,10,45,99,44.44444444444444,10.1010101010101,45.45454545454545,50,70,83,50.505050505050505,70.70707070707071,83.83838383838383,9,2,9.090909090909092,2.0202020202020203,70,38,70.70707070707071,38.38383838383838,13,11,9,5,3,0,13.131313131313131,11.11111111111111,9.090909090909092,5.05050505050505,3.0303030303030303,0.0
308,2021-03-03,59,15,25,99,59.5959595959596,15.151515151515152,25.252525252525253,60,71,82,60.60606060606061,71.71717171717172,82.82828282828282,13,1,13.131313131313131,1.0101010101010102,69,45,69.6969696969697,45.45454545454545,14,12,8,5,1,0,14.141414141414142,12.121212121212121,8.080808080808081,5.05050505050505,1.0101010101010102,0.0
309,2021-03-04,53,20,26,99,53.535353535353536,20.2020202020202,26.262626262626263,60,76,84,60.60606060606061,76.76767676767676,84.84848484848484,19,1,19.19191919191919,1.0101010101010102,70,52,70.70707070707071,52.525252525252526,21,15,13,3,0,0,21.21212121212121,15.151515151515152,13.131313131313131,3.0303030303030303,0.0,0.0
310,2021-03-05,49,17,33,99,49.494949494949495,17.171717171717173,33.333333333333336,68,78,86,68.68686868686869,78.78787878787878,86.86868686868686,16,1,16.161616161616163,1.0101010101010102,73,55,73.73737373737374,55.55555555555556,16,10,6,1,0,0,16.161616161616163,10.1010101010101,6.0606060606060606,1.0101010101010102,0.0,0.0
311,2021-03-08,43,14,42,99,43.43434343434343,14.141414141414142,42.42424242424242,66,80,86,66.66666666666667,80.8080808080808,86.86868686868686,17,1,17.171717171717173,1.0101010101010102,69,58,69.6969696969697,58.58585858585859,22,15,11,4,1,0,22.22222222222222,15.151515151515152,11.11111111111111,4.040404040404041,1.0101010101010102,0.0
312,2021-03-09,49,19,31,99,49.494949494949495,19.19191919191919,31.31313131313131,68,78,87,68.68686868686869,78.78787878787878,87.87878787878788,23,1,23.232323232323232,1.0101010101010102,72,61,72.72727272727273,61.61616161616162,20,13,9,4,0,0,20.2020202020202,13.131313131313131,9.090909090909092,4.040404040404041,0.0,0.0
313,2021-03-10,60,12,27,99,60.60606060606061,12.121212121212121,27.272727272727273,70,83,89,70.70707070707071,83.83838383838383,89.8989898989899,24,1,24.242424242424242,1.0101010101010102,74,67,74.74747474747475,67.67676767676768,24,15,10,2,1,0,24.242424242424242,15.151515151515152,10.1010101010101,2.0202020202020203,1.0101010101010102,0.0
314,2021-03-11,37,26,36,99,37.37373737373738,26.262626262626263,36.36363636363637,71,81,89,71.71717171717172,81.81818181818181,89.8989898989899,28,1,28.282828282828284,1.0101010101010102,77,67,77.77777777777777,67.67676767676768,26,21,15,1,1,0,26.262626262626263,21.21212121212121,15.151515151515152,1.0101010101010102,1.0101010101010102,0.0
315,2021-03-12,35,25,39,99,35.35353535353536,25.252525252525253,39.39393939393939,73,87,87,73.73737373737374,87.87878787878788,87.87878787878788,26,1,26.262626262626263,1.0101010101010102,77,68,77.77777777777777,68.68686868686869,11,7,7,0,0,0,11.11111111111111,7.070707070707071,7.070707070707071,0.0,0.0,0.0
316,2021-03-15,54,18,27,99,54.54545454545455,18.181818181818183,27.272727272727273,75,87,89,75.75757575757575,87.87878787878788,89.8989898989899,23,1,23.232323232323232,1.0101010101010102,80,70,80.8080808080808,70.70707070707071,12,6,6,1,0,0,12.121212121212121,6.0606060606060606,6.0606060606060606,1.0101010101010102,0.0,0.0
317,2021-03-16,48,20,31,99,48.484848484848484,20.2020202020202,31.31313131313131,83,88,90,83.83838383838383,88.88888888888889,90.9090909090909,23,0,23.232323232323232,0.0,80,75,80.8080808080808,75.75757575757575,15,8,6,1,0,0,15.151515151515152,8.080808080808081,6.0606060606060606,1.0101010101010102,0.0,0.0
318,2021-03-17,42,15,42,99,42.42424242424242,15.151515151515152,42.42424242424242,83,89,90,83.83838383838383,89.8989898989899,90.9090909090909,24,0,24.242424242424242,0.0,83,74,83.83838383838383,74.74747474747475,13,12,9,1,0,0,13.131313131313131,12.121212121212121,9.090909090909092,1.0101010101010102,0.0,0.0
319,2021-03-18,41,16,42,99,41.41414141414141,16.161616161616163,42.42424242424242,87,90,90,87.87878787878788,90.9090909090909,90.9090909090909,21,0,21.21212121212121,0.0,86,75,86.86868686868686,75.75757575757575,17,14,12,0,0,0,17.171717171717173,14.141414141414142,12.121212121212121,0.0,0.0,0.0
320,2021-03-19,51,17,31,99,51.515151515151516,17.171717171717173,31.31313131313131,85,91,90,85.85858585858585,91.91919191919192,90.9090909090909,21,0,21.21212121212121,0.0,86,75,86.86868686868686,75.75757575757575,16,14,13,0,0,0,16.161616161616163,14.141414141414142,13.131313131313131,0.0,0.0,0.0
321,2021-03-22,52,14,33,99,52.525252525252526,14.141414141414142,33.333333333333336,88,91,93,88.88888888888889,91.91919191919192,93.93939393939394,28,0,28.282828282828284,0.0,88,75,88.88888888888889,75.75757575757575,19,16,11,0,0,0,19.19191919191919,16.161616161616163,11.11111111111111,0.0,0.0,0.0
322,2021-03-23,45,18,36,99,45.45454545454545,18.181818181818183,36.36363636363637,86,89,92,86.86868686868686,89.8989898989899,92.92929292929293,29,0,29.292929292929294,0.0,89,70,89.8989898989899,70.70707070707071,25,21,14,0,0,0,25.252525252525253,21.21212121212121,14.141414141414142,0.0,0.0,0.0
323,2021-03-24,42,19,38,99,42.42424242424242,19.19191919191919,38.38383838383838,86,94,93,86.86868686868686,94.94949494949495,93.93939393939394,27,0,27.272727272727273,0.0,91,66,91.91919191919192,66.66666666666667,23,16,12,0,0,0,23.232323232323232,16.161616161616163,12.121212121212121,0.0,0.0,0.0
324,2021-03-25,32,20,47,99,32.323232323232325,20.2020202020202,47.474747474747474,84,93,93,84.84848484848484,93.93939393939394,93.93939393939394,23,0,23.232323232323232,0.0,94,65,94.94949494949495,65.65656565656566,22,16,13,0,0,0,22.22222222222222,16.161616161616163,13.131313131313131,0.0,0.0,0.0
325,2021-03-26,36,19,44,99,36.36363636363637,19.19191919191919,44.44444444444444,89,92,92,89.8989898989899,92.92929292929293,92.92929292929293,23,0,23.232323232323232,0.0,93,64,93.93939393939394,64.64646464646465,12,7,5,0,0,0,12.121212121212121,7.070707070707071,5.05050505050505,0.0,0.0,0.0
326,2021-03-29,56,27,16,99,56.56565656565657,27.272727272727273,16.161616161616163,90,91,92,90.9090909090909,91.91919191919192,92.92929292929293,26,0,26.262626262626263,0.0,93,63,93.93939393939394,63.63636363636363,13,11,7,0,0,0,13.131313131313131,11.11111111111111,7.070707070707071,0.0,0.0,0.0
327,2021-03-30,37,27,35,99,37.37373737373738,27.272727272727273,35.35353535353536,88,95,95,88.88888888888889,95.95959595959596,95.95959595959596,26,0,26.262626262626263,0.0,94,59,94.94949494949495,59.5959595959596,13,10,5,0,0,0,13.131313131313131,10.1010101010101,5.05050505050505,0.0,0.0,0.0
328,2021-03-31,34,25,40,99,34.343434343434346,25.252525252525253,40.4040404040404,83,95,94,83.83838383838383,95.95959595959596,94.94949494949495,25,0,25.252525252525253,0.0,94,55,94.94949494949495,55.55555555555556,7,6,5,0,0,0,7.070707070707071,6.0606060606060606,5.05050505050505,0.0,0.0,0.0
329,2021-04-01,52,19,28,99,52.525252525252526,19.19191919191919,28.282828282828284,83,96,95,83.83838383838383,96.96969696969697,95.95959595959596,32,0,32.323232323232325,0.0,94,56,94.94949494949495,56.56565656565657,18,17,14,0,0,0,18.181818181818183,17.171717171717173,14.141414141414142,0.0,0.0,0.0
330,2021-04-02,31,32,36,99,31.31313131313131,32.323232323232325,36.36363636363637,82,95,94,82.82828282828282,95.95959595959596,94.94949494949495,33,0,33.333333333333336,0.0,94,50,94.94949494949495,50.505050505050505,19,17,13,0,0,0,19.19191919191919,17.171717171717173,13.131313131313131,0.0,0.0,0.0
331,2021-04-05,16,8,75,99,16.161616161616163,8.080808080808081,75.75757575757575,65,90,94,65.65656565656566,90.9090909090909,94.94949494949495,19,0,19.19191919191919,0.0,94,42,94.94949494949495,42.42424242424242,15,14,11,3,1,0,15.151515151515152,14.141414141414142,11.11111111111111,3.0303030303030303,1.0101010101010102,0.0
332,2021-04-07,5,5,89,99,5.05050505050505,5.05050505050505,89.8989898989899,43,82,93,43.43434343434343,82.82828282828282,93.93939393939394,7,0,7.070707070707071,0.0,91,35,91.91919191919192,35.35353535353536,2,2,2,18,1,0,2.0202020202020203,2.0202020202020203,2.0202020202020203,18.181818181818183,1.0101010101010102,0.0
333,2021-04-08,49,22,28,99,49.494949494949495,22.22222222222222,28.282828282828284,48,84,94,48.484848484848484,84.84848484848484,94.94949494949495,7,0,7.070707070707071,0.0,87,23,87.87878787878788,23.232323232323232,2,1,1,9,1,0,2.0202020202020203,1.0101010101010102,1.0101010101010102,9.090909090909092,1.0101010101010102,0.0
334,2021-04-09,39,28,32,99,39.39393939393939,28.282828282828284,32.323232323232325,50,84,95,50.505050505050505,84.84848484848484,95.95959595959596,8,0,8.080808080808081,0.0,87,22,87.87878787878788,22.22222222222222,8,5,5,0,0,0,8.080808080808081,5.05050505050505,5.05050505050505,0.0,0.0,0.0
335,2021-04-12,5,11,83,99,5.05050505050505,11.11111111111111,83.83838383838383,34,74,92,34.343434343434346,74.74747474747475,92.92929292929293,3,0,3.0303030303030303,0.0,81,16,81.81818181818181,16.161616161616163,7,6,6,15,3,0,7.070707070707071,6.0606060606060606,6.0606060606060606,15.151515151515152,3.0303030303030303,0.0
336,2021-04-16,40,9,50,99,40.4040404040404,9.090909090909092,50.505050505050505,36,72,93,36.36363636363637,72.72727272727273,93.93939393939394,2,0,2.0202020202020203,0.0,75,14,75.75757575757575,14.141414141414142,1,0,0,33,4,0,1.0101010101010102,0.0,0.0,33.333333333333336,4.040404040404041,0.0
337,2021-04-19,89,6,4,99,89.8989898989899,6.0606060606060606,4.040404040404041,55,82,93,55.55555555555556,82.82828282828282,93.93939393939394,8,0,8.080808080808081,0.0,75,17,75.75757575757575,17.171717171717173,4,3,3,2,0,0,4.040404040404041,3.0303030303030303,3.0303030303030303,2.0202020202020203,0.0,0.0
338,2021-04-20,39,19,41,99,39.39393939393939,19.19191919191919,41.41414141414141,55,84,94,55.55555555555556,84.84848484848484,94.94949494949495,5,0,5.05050505050505,0.0,76,19,76.76767676767676,19.19191919191919,14,13,13,1,0,0,14.141414141414142,13.131313131313131,13.131313131313131,1.0101010101010102,0.0,0.0
339,2021-04-21,57,16,26,99,57.57575757575758,16.161616161616163,26.262626262626263,57,86,94,57.57575757575758,86.86868686868686,94.94949494949495,6,0,6.0606060606060606,0.0,77,25,77.77777777777777,25.252525252525253,4,3,3,0,0,0,4.040404040404041,3.0303030303030303,3.0303030303030303,0.0,0.0,0.0
340,2021-04-22,20,18,61,99,20.2020202020202,18.181818181818183,61.61616161616162,45,83,93,45.45454545454545,83.83838383838383,93.93939393939394,8,0,8.080808080808081,0.0,77,25,77.77777777777777,25.252525252525253,8,7,6,0,0,0,8.080808080808081,7.070707070707071,6.0606060606060606,0.0,0.0,0.0
341,2021-04-23,20,14,65,99,20.2020202020202,14.141414141414142,65.65656565656566,44,81,94,44.44444444444444,81.81818181818181,94.94949494949495,4,1,4.040404040404041,1.0101010101010102,73,27,73.73737373737374,27.272727272727273,4,4,3,9,1,0,4.040404040404041,4.040404040404041,3.0303030303030303,9.090909090909092,1.0101010101010102,0.0
342,2021-04-26,44,18,37,99,44.44444444444444,18.181818181818183,37.37373737373738,42,75,93,42.42424242424242,75.75757575757575,93.93939393939394,13,1,13.131313131313131,1.0101010101010102,74,29,74.74747474747475,29.292929292929294,12,11,10,8,2,0,12.121212121212121,11.11111111111111,10.1010101010101,8.080808080808081,2.0202020202020203,0.0
343,2021-04-27,38,24,37,99,38.38383838383838,24.242424242424242,37.37373737373738,47,76,94,47.474747474747474,76.76767676767676,94.94949494949495,8,1,8.080808080808081,1.0101010101010102,70,33,70.70707070707071,33.333333333333336,18,15,13,2,1,0,18.181818181818183,15.151515151515152,13.131313131313131,2.0202020202020203,1.0101010101010102,0.0
344,2021-04-28,74,11,14,99,74.74747474747475,11.11111111111111,14.141414141414142,57,83,94,57.57575757575758,83.83838383838383,94.94949494949495,13,0,13.131313131313131,0.0,72,38,72.72727272727273,38.38383838383838,16,14,13,1,0,0,16.161616161616163,14.141414141414142,13.131313131313131,1.0101010101010102,0.0,0.0
345,2021-04-29,47,20,32,99,47.474747474747474,20.2020202020202,32.323232323232325,62,86,94,62.62626262626262,86.86868686868686,94.94949494949495,17,0,17.171717171717173,0.0,72,45,72.72727272727273,45.45454545454545,12,12,10,0,0,0,12.121212121212121,12.121212121212121,10.1010101010101,0.0,0.0,0.0
346,2021-04-30,46,21,32,99,46.464646464646464,21.21212121212121,32.323232323232325,66,88,95,66.66666666666667,88.88888888888889,95.95959595959596,18,0,18.181818181818183,0.0,74,52,74.74747474747475,52.525252525252526,11,10,10,1,0,0,11.11111111111111,10.1010101010101,10.1010101010101,1.0101010101010102,0.0,0.0
347,2021-05-05,21,10,68,99,21.21212121212121,10.1010101010101,68.68686868686869,52,78,95,52.525252525252526,78.78787878787878,95.95959595959596,15,1,15.151515151515152,1.0101010101010102,74,47,74.74747474747475,47.474747474747474,13,12,11,4,0,0,13.131313131313131,12.121212121212121,11.11111111111111,4.040404040404041,0.0,0.0
348,2021-05-06,67,14,18,99,67.67676767676768,14.141414141414142,18.181818181818183,61,84,95,61.61616161616162,84.84848484848484,95.95959595959596,18,1,18.181818181818183,1.0101010101010102,73,47,73.73737373737374,47.474747474747474,13,10,10,5,1,0,13.131313131313131,10.1010101010101,10.1010101010101,5.05050505050505,1.0101010101010102,0.0
349,2021-05-07,50,15,34,99,50.505050505050505,15.151515151515152,34.343434343434346,68,86,95,68.68686868686869,86.86868686868686,95.95959595959596,18,0,18.181818181818183,0.0,74,53,74.74747474747475,53.535353535353536,13,10,10,0,0,0,13.131313131313131,10.1010101010101,10.1010101010101,0.0,0.0,0.0
350,2021-05-10,41,16,42,99,41.41414141414141,16.161616161616163,42.42424242424242,65,81,94,65.65656565656566,81.81818181818181,94.94949494949495,19,0,19.19191919191919,0.0,74,54,74.74747474747475,54.54545454545455,13,11,10,6,1,0,13.131313131313131,11.11111111111111,10.1010101010101,6.0606060606060606,1.0101010101010102,0.0
351,2021-05-11,19,9,71,99,19.19191919191919,9.090909090909092,71.71717171717172,57,76,94,57.57575757575758,76.76767676767676,94.94949494949495,12,0,12.121212121212121,0.0,74,52,74.74747474747475,52.525252525252526,8,6,5,11,3,0,8.080808080808081,6.0606060606060606,5.05050505050505,11.11111111111111,3.0303030303030303,0.0
352,2021-05-12,37,7,55,99,37.37373737373738,7.070707070707071,55.55555555555556,56,72,92,56.56565656565657,72.72727272727273,92.92929292929293,12,3,12.121212121212121,3.0303030303030303,72,49,72.72727272727273,49.494949494949495,8,5,5,14,5,1,8.080808080808081,5.05050505050505,5.05050505050505,14.141414141414142,5.05050505050505,1.0101010101010102
353,2021-05-13,8,6,85,99,8.080808080808081,6.0606060606060606,85.85858585858585,36,63,90,36.36363636363637,63.63636363636363,90.9090909090909,9,6,9.090909090909092,6.0606060606060606,68,34,68.68686868686869,34.343434343434346,7,5,4,49,18,2,7.070707070707071,5.05050505050505,4.040404040404041,49.494949494949495,18.181818181818183,2.0202020202020203
354,2021-05-14,39,15,45,99,39.39393939393939,15.151515151515152,45.45454545454545,40,62,90,40.4040404040404,62.62626262626262,90.9090909090909,7,7,7.070707070707071,7.070707070707071,66,29,66.66666666666667,29.292929292929294,6,6,6,2,0,0,6.0606060606060606,6.0606060606060606,6.0606060606060606,2.0202020202020203,0.0,0.0
355,2021-05-17,31,14,54,99,31.31313131313131,14.141414141414142,54.54545454545455,32,58,88,32.323232323232325,58.58585858585859,88.88888888888889,9,7,9.090909090909092,7.070707070707071,60,22,60.60606060606061,22.22222222222222,5,5,5,9,4,0,5.05050505050505,5.05050505050505,5.05050505050505,9.090909090909092,4.040404040404041,0.0
356,2021-05-18,75,10,14,99,75.75757575757575,10.1010101010101,14.141414141414142,45,63,91,45.45454545454545,63.63636363636363,91.91919191919192,10,1,10.1010101010101,1.0101010101010102,58,23,58.58585858585859,23.232323232323232,10,9,9,1,0,0,10.1010101010101,9.090909090909092,9.090909090909092,1.0101010101010102,0.0,0.0
357,2021-05-19,47,16,36,99,47.474747474747474,16.161616161616163,36.36363636363637,50,67,90,50.505050505050505,67.67676767676768,90.9090909090909,11,1,11.11111111111111,1.0101010101010102,59,28,59.5959595959596,28.282828282828284,7,6,6,0,0,0,7.070707070707071,6.0606060606060606,6.0606060606060606,0.0,0.0,0.0
358,2021-05-20,28,13,58,99,28.282828282828284,13.131313131313131,58.58585858585859,43,60,89,43.43434343434343,60.60606060606061,89.8989898989899,6,1,6.0606060606060606,1.0101010101010102,57,31,57.57575757575758,31.31313131313131,9,7,5,2,0,0,9.090909090909092,7.070707070707071,5.05050505050505,2.0202020202020203,0.0,0.0
359,2021-05-21,30,14,55,99,30.303030303030305,14.141414141414142,55.55555555555556,42,59,89,42.42424242424242,59.5959595959596,89.8989898989899,7,1,7.070707070707071,1.0101010101010102,55,32,55.55555555555556,32.323232323232325,4,3,2,1,0,0,4.040404040404041,3.0303030303030303,2.0202020202020203,1.0101010101010102,0.0,0.0
360,2021-05-24,38,15,46,99,38.38383838383838,15.151515151515152,46.464646464646464,45,67,90,45.45454545454545,67.67676767676768,90.9090909090909,6,1,6.0606060606060606,1.0101010101010102,55,35,55.55555555555556,35.35353535353536,8,5,4,2,1,0,8.080808080808081,5.05050505050505,4.040404040404041,2.0202020202020203,1.0101010101010102,0.0
361,2021-05-25,52,26,21,99,52.525252525252526,26.262626262626263,21.21212121212121,52,68,89,52.525252525252526,68.68686868686869,89.8989898989899,7,0,7.070707070707071,0.0,56,38,56.56565656565657,38.38383838383838,8,6,6,0,0,0,8.080808080808081,6.0606060606060606,6.0606060606060606,0.0,0.0,0.0
362,2021-05-27,52,25,22,99,52.525252525252526,25.252525252525253,22.22222222222222,57,71,89,57.57575757575758,71.71717171717172,89.8989898989899,8,0,8.080808080808081,0.0,55,44,55.55555555555556,44.44444444444444,6,5,5,0,0,0,6.0606060606060606,5.05050505050505,5.05050505050505,0.0,0.0,0.0
363,2021-05-28,43,17,39,99,43.43434343434343,17.171717171717173,39.39393939393939,62,68,91,62.62626262626262,68.68686868686869,91.91919191919192,7,0,7.070707070707071,0.0,57,52,57.57575757575758,52.525252525252526,8,7,7,0,0,0,8.080808080808081,7.070707070707071,7.070707070707071,0.0,0.0,0.0
364,2021-05-31,52,22,25,99,52.525252525252526,22.22222222222222,25.252525252525253,67,72,93,67.67676767676768,72.72727272727273,93.93939393939394,13,0,13.131313131313131,0.0,59,63,59.5959595959596,63.63636363636363,14,11,9,0,0,0,14.141414141414142,11.11111111111111,9.090909090909092,0.0,0.0,0.0
365,2021-06-01,54,24,21,99,54.54545454545455,24.242424242424242,21.21212121212121,68,78,92,68.68686868686869,78.78787878787878,92.92929292929293,12,0,12.121212121212121,0.0,62,66,62.62626262626262,66.66666666666667,16,12,12,1,0,0,16.161616161616163,12.121212121212121,12.121212121212121,1.0101010101010102,0.0,0.0
366,2021-06-02,44,24,31,99,44.44444444444444,24.242424242424242,31.31313131313131,80,79,94,80.8080808080808,79.79797979797979,94.94949494949495,11,0,11.11111111111111,0.0,68,71,68.68686868686869,71.71717171717172,13,7,6,0,0,0,13.131313131313131,7.070707070707071,6.0606060606060606,0.0,0.0,0.0
367,2021-06-04,36,19,44,99,36.36363636363637,19.19191919191919,44.44444444444444,76,78,94,76.76767676767676,78.78787878787878,94.94949494949495,16,0,16.161616161616163,0.0,76,73,76.76767676767676,73.73737373737374,25,10,9,2,0,0,25.252525252525253,10.1010101010101,9.090909090909092,2.0202020202020203,0.0,0.0
368,2021-06-07,44,14,41,99,44.44444444444444,14.141414141414142,41.41414141414141,81,79,92,81.81818181818181,79.79797979797979,92.92929292929293,16,0,16.161616161616163,0.0,78,74,78.78787878787878,74.74747474747475,23,13,10,2,0,0,23.232323232323232,13.131313131313131,10.1010101010101,2.0202020202020203,0.0,0.0
369,2021-06-08,40,19,40,99,40.4040404040404,19.19191919191919,40.4040404040404,81,80,93,81.81818181818181,80.8080808080808,93.93939393939394,13,0,13.131313131313131,0.0,79,78,79.79797979797979,78.78787878787878,14,7,7,2,0,0,14.141414141414142,7.070707070707071,7.070707070707071,2.0202020202020203,0.0,0.0
370,2021-06-09,46,22,31,99,46.464646464646464,22.22222222222222,31.31313131313131,86,80,94,86.86868686868686,80.8080808080808,94.94949494949495,17,0,17.171717171717173,0.0,80,77,80.8080808080808,77.77777777777777,12,7,5,1,0,0,12.121212121212121,7.070707070707071,5.05050505050505,1.0101010101010102,0.0,0.0
371,2021-06-10,35,20,44,99,35.35353535353536,20.2020202020202,44.44444444444444,85,79,94,85.85858585858585,79.79797979797979,94.94949494949495,16,0,16.161616161616163,0.0,82,75,82.82828282828282,75.75757575757575,14,11,11,1,0,0,14.141414141414142,11.11111111111111,11.11111111111111,1.0101010101010102,0.0,0.0
372,2021-06-11,43,21,35,99,43.43434343434343,21.21212121212121,35.35353535353536,85,79,94,85.85858585858585,79.79797979797979,94.94949494949495,15,0,15.151515151515152,0.0,82,75,82.82828282828282,75.75757575757575,14,9,9,0,0,0,14.141414141414142,9.090909090909092,9.090909090909092,0.0,0.0,0.0
373,2021-06-14,25,18,56,99,25.252525252525253,18.181818181818183,56.56565656565657,80,79,93,80.8080808080808,79.79797979797979,93.93939393939394,12,0,12.121212121212121,0.0,81,72,81.81818181818181,72.72727272727273,9,2,2,4,1,0,9.090909090909092,2.0202020202020203,2.0202020202020203,4.040404040404041,1.0101010101010102,0.0
374,2021-06-15,31,16,52,99,31.31313131313131,16.161616161616163,52.525252525252526,71,74,92,71.71717171717172,74.74747474747475,92.92929292929293,11,0,11.11111111111111,0.0,81,62,81.81818181818181,62.62626262626262,12,7,7,2,0,0,12.121212121212121,7.070707070707071,7.070707070707071,2.0202020202020203,0.0,0.0
375,2021-06-16,40,22,37,99,40.4040404040404,22.22222222222222,37.37373737373738,71,75,93,71.71717171717172,75.75757575757575,93.93939393939394,10,0,10.1010101010101,0.0,78,56,78.78787878787878,56.56565656565657,9,6,4,1,0,0,9.090909090909092,6.0606060606060606,4.040404040404041,1.0101010101010102,0.0,0.0
376,2021-06-17,24,23,52,99,24.242424242424242,23.232323232323232,52.525252525252526,61,74,92,61.61616161616162,74.74747474747475,92.92929292929293,7,0,7.070707070707071,0.0,77,46,77.77777777777777,46.464646464646464,12,11,9,0,0,0,12.121212121212121,11.11111111111111,9.090909090909092,0.0,0.0,0.0
377,2021-06-18,24,23,52,99,24.242424242424242,23.232323232323232,52.525252525252526,58,67,93,58.58585858585859,67.67676767676768,93.93939393939394,5,0,5.05050505050505,0.0,77,40,77.77777777777777,40.4040404040404,3,1,1,0,0,0,3.0303030303030303,1.0101010101010102,1.0101010101010102,0.0,0.0,0.0
378,2021-06-21,16,15,68,99,16.161616161616163,15.151515151515152,68.68686868686869,46,63,90,46.464646464646464,63.63636363636363,90.9090909090909,5,0,5.05050505050505,0.0,75,31,75.75757575757575,31.31313131313131,2,1,1,13,1,0,2.0202020202020203,1.0101010101010102,1.0101010101010102,13.131313131313131,1.0101010101010102,0.0
379,2021-06-22,35,18,46,99,35.35353535353536,18.181818181818183,46.464646464646464,39,67,90,39.39393939393939,67.67676767676768,90.9090909090909,3,0,3.0303030303030303,0.0,72,27,72.72727272727273,27.272727272727273,5,2,2,2,0,0,5.05050505050505,2.0202020202020203,2.0202020202020203,2.0202020202020203,0.0,0.0
380,2021-06-23,17,18,64,99,17.171717171717173,18.181818181818183,64.64646464646465,30,62,90,30.303030303030305,62.62626262626262,90.9090909090909,3,1,3.0303030303030303,1.0101010101010102,69,21,69.6969696969697,21.21212121212121,5,1,1,9,1,0,5.05050505050505,1.0101010101010102,1.0101010101010102,9.090909090909092,1.0101010101010102,0.0
381,2021-06-24,31,12,56,99,31.31313131313131,12.121212121212121,56.56565656565657,30,55,88,30.303030303030305,55.55555555555556,88.88888888888889,2,2,2.0202020202020203,2.0202020202020203,64,18,64.64646464646465,18.181818181818183,4,2,2,25,3,0,4.040404040404041,2.0202020202020203,2.0202020202020203,25.252525252525253,3.0303030303030303,0.0
382,2021-06-25,25,18,56,99,25.252525252525253,18.181818181818183,56.56565656565657,26,55,86,26.262626262626263,55.55555555555556,86.86868686868686,1,2,1.0101010101010102,2.0202020202020203,58,16,58.58585858585859,16.161616161616163,4,2,2,8,0,0,4.040404040404041,2.0202020202020203,2.0202020202020203,8.080808080808081,0.0,0.0
383,2021-06-28,44,17,38,99,44.44444444444444,17.171717171717173,38.38383838383838,25,49,87,25.252525252525253,49.494949494949495,87.87878787878788,4,2,4.040404040404041,2.0202020202020203,57,16,57.57575757575758,16.161616161616163,7,7,7,34,1,0,7.070707070707071,7.070707070707071,7.070707070707071,34.343434343434346,1.0101010101010102,0.0
